Country Name;Country Code;Series Name;Series Code;1998 [YR1998];1999 [YR1999];2000 [YR2000];2001 [YR2001];2002 [YR2002];2003 [YR2003];2004 [YR2004];2005 [YR2005];2006 [YR2006];2007 [YR2007];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021]
Africa Eastern and Southern;AFE;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;25.23;25.16;25.99;27.15;28.37;26.11;26.19;28.01;29.92;32.29;35.84;27.95;29.59;31.20;29.66;28.96;27.57;22.95;21.57;21.57;25.13;23.65;22.01;25.72
Africa Western and Central;AFW;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;25.13;26.54;36.23;30.81;28.04;29.39;26.35;27.09;31.65;26.54;29.94;24.26;29.46;34.21;34.01;23.59;23.29;17.40;16.88;20.82;22.31;21.71;15.80;19.73
Arab World;ARB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;;;38.37;39.79;42.32;47.55;51.92;53.29;53.24;56.02;45.45;47.95;53.58;54.83;53.10;48.96;41.13;37.85;42.00;45.94;44.19;37.50;
Caribbean small states;CSS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;;;;;;;;;;;;;;;;;;;;;;;
Central Europe and the Baltics;CEB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;35.23;35.18;38.58;39.08;39.11;41.65;45.30;46.57;50.08;50.55;49.71;46.60;52.17;56.54;58.70;60.30;61.30;61.39;62.55;63.69;63.30;62.23;59.22;64.07
Early-demographic dividend;EAR;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.74;22.24;25.12;24.06;25.89;26.46;28.38;30.01;30.87;30.16;31.59;26.10;27.62;29.07;28.62;28.14;26.47;23.63;22.72;23.69;25.90;24.98;22.70;26.00
East Asia & Pacific;EAS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;22.82;21.60;23.63;23.47;24.82;26.39;29.26;31.63;34.76;36.27;35.92;29.26;32.06;32.59;31.82;32.38;32.29;30.20;28.15;29.18;29.11;27.93;26.65;29.09
East Asia & Pacific (excluding high income);EAP;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;30.47;29.91;33.27;30.99;31.79;34.67;38.34;40.54;41.63;40.38;37.57;29.33;31.23;30.78;29.36;28.33;27.34;25.02;23.41;23.83;23.34;22.45;21.92;23.52
East Asia & Pacific (IDA & IBRD countries);TEA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;30.45;29.89;33.25;30.97;31.77;34.65;38.33;40.53;41.62;40.37;37.56;29.32;31.23;30.78;29.35;28.33;27.34;25.02;23.40;23.82;23.34;22.45;21.92;23.52
Euro area;EMU;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;31.01;31.35;35.12;35.14;34.53;33.62;35.15;36.52;38.55;39.68;40.02;35.13;39.15;42.02;43.69;43.87;44.50;46.01;45.52;47.20;48.04;48.13;45.25;49.27
Europe & Central Asia;ECS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;30.64;31.12;34.48;34.52;33.68;33.05;34.36;35.61;37.51;37.78;38.82;34.91;38.08;40.47;41.04;40.91;41.22;42.04;42.05;43.62;45.05;44.87;42.21;45.74
Europe & Central Asia (excluding high income);ECA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;27.74;30.98;34.24;34.85;33.16;32.65;33.39;32.89;32.73;30.95;32.88;29.52;30.03;31.08;30.41;28.85;29.87;29.56;27.90;29.59;34.14;32.91;29.44;34.86
Europe & Central Asia (IDA & IBRD countries);TEC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;27.24;29.34;32.37;32.73;31.95;32.46;33.25;32.82;33.15;31.76;33.24;30.46;31.51;32.71;32.20;31.22;32.46;32.72;31.97;33.57;37.51;36.53;33.73;38.92
European Union;EUU;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;31.54;31.92;35.69;35.70;35.10;34.35;35.99;37.44;39.63;40.72;41.10;36.27;40.32;43.19;44.78;44.97;45.67;47.05;46.64;48.29;49.11;49.26;46.36;50.37
Fragile and conflict affected situations;FCS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;27.62;30.77;36.61;31.44;33.87;34.22;36.45;36.68;37.68;34.40;36.39;27.00;32.45;33.16;32.69;27.16;23.39;19.30;17.34;20.89;25.53;24.20;19.37;24.18
Heavily indebted poor countries (HIPC);HPC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;20.95;20.27;20.64;21.09;21.90;22.20;24.12;24.80;25.39;25.67;26.48;23.67;26.06;27.65;27.31;25.36;23.87;20.87;19.20;20.29;23.54;23.10;19.87;23.36
High income;HIC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;22.01;21.63;23.06;22.52;22.48;23.09;24.84;26.07;27.94;29.37;30.86;26.65;29.45;31.97;32.05;32.58;32.63;30.97;30.07;31.37;32.13;31.27;28.87;31.56
IBRD only;IBD;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.87;23.68;26.20;25.38;27.21;28.85;31.08;32.06;32.91;32.02;32.14;26.56;27.96;28.49;27.93;27.22;26.33;24.78;23.69;24.24;25.30;24.43;23.53;26.01
IDA & IBRD total;IBT;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.89;23.57;26.08;25.30;26.98;28.45;30.57;31.55;32.48;31.54;31.75;26.23;27.75;28.32;27.72;26.78;25.91;24.21;23.08;23.73;24.84;24.03;22.97;25.45
IDA blend;IDB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.70;21.83;26.36;24.32;22.75;24.84;22.13;22.74;27.13;22.41;25.27;19.85;24.33;27.91;26.64;19.08;18.69;13.06;11.50;13.63;15.67;15.57;11.63;13.21
IDA only;IDX;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;23.75;24.07;25.11;26.20;27.36;24.80;28.47;29.63;29.66;29.88;29.74;25.42;27.00;25.19;23.69;22.95;22.56;20.95;18.98;19.64;21.43;21.39;18.68;20.73
IDA total;IDA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;22.85;23.09;25.60;25.37;25.36;24.82;25.67;26.54;28.52;26.45;27.71;22.99;25.78;26.41;25.08;20.94;20.53;17.08;15.55;17.07;18.83;18.85;15.70;17.54
Late-demographic dividend;LTE;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;25.56;29.23;31.77;31.63;32.98;35.68;38.20;38.98;39.51;38.14;37.18;31.05;32.27;32.51;31.94;31.09;30.50;29.41;28.07;28.37;28.81;28.12;27.65;29.85
Latin America & Caribbean;LCN;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;16.77;19.57;20.82;20.97;23.53;25.20;26.27;25.82;25.78;24.56;24.24;20.74;21.67;22.28;22.10;21.49;20.66;21.85;22.21;22.00;24.05;24.31;25.07;27.63
Latin America & Caribbean (excluding high income);LAC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;14.38;16.92;17.83;17.98;20.21;21.41;22.38;21.80;21.78;20.91;20.75;18.09;18.50;19.36;19.75;19.27;19.00;20.10;20.45;20.34;22.73;23.01;23.64;26.42
Latin America & the Caribbean (IDA & IBRD countries);TLA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;15.53;18.11;19.39;19.23;21.77;23.10;24.45;24.09;24.23;23.16;22.86;19.46;20.57;21.22;21.32;20.67;19.85;20.91;21.27;21.18;23.50;23.78;24.69;27.55
Least developed countries: UN classification;LDC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;;18.95;19.07;19.51;19.56;21.80;25.39;27.75;29.67;31.66;25.41;26.89;28.08;26.63;25.72;24.26;19.63;17.09;17.90;20.97;20.47;18.40;20.30
Low & middle income;LMY;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.56;23.34;25.80;25.06;26.63;28.00;30.14;31.16;32.03;31.11;31.41;25.84;27.18;27.71;27.17;26.17;25.37;23.57;22.34;22.97;24.08;23.24;22.13;24.55
Low income;LIC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;26.40;27.17;28.93;30.63;32.41;28.03;34.40;35.00;33.90;34.35;34.25;27.94;30.82;25.23;21.72;21.21;19.87;16.94;14.63;16.31;20.60;18.65;19.24;22.62
Lower middle income;LMC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;22.27;22.44;25.74;24.44;24.72;25.33;27.15;29.09;30.10;28.84;30.87;25.35;26.83;28.82;27.83;26.86;25.56;22.35;21.41;22.83;24.53;23.41;21.53;24.20
Middle East & North Africa;MEA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;28.92;33.39;39.30;35.81;37.83;39.92;44.45;48.93;50.13;49.64;51.48;41.62;44.05;47.99;48.77;48.72;45.55;38.83;36.34;39.93;43.64;41.71;35.79;
Middle East & North Africa (excluding high income);MNA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;23.63;27.55;32.07;29.34;32.39;31.93;35.59;39.13;39.51;38.75;39.44;30.50;32.00;30.52;30.01;29.76;26.36;22.16;20.62;24.76;29.94;27.24;21.11;25.29
Middle East & North Africa (IDA & IBRD countries);TMN;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;23.68;27.63;32.16;29.44;32.52;32.06;35.74;39.29;39.66;38.86;39.56;30.60;32.12;30.62;30.12;29.88;26.46;22.22;20.69;24.86;30.11;27.38;21.18;25.38
Middle income;MIC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.50;23.31;25.79;24.99;26.57;28.08;30.12;31.15;32.07;31.11;31.42;25.86;27.16;27.78;27.28;26.27;25.48;23.70;22.48;23.10;24.14;23.32;22.18;24.59
North America;NAC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;12.46;12.40;12.98;11.83;11.16;11.07;11.79;12.21;12.81;13.58;14.53;12.47;13.99;15.34;15.35;15.25;15.25;14.00;13.43;13.77;13.92;13.39;11.60;12.46
Not classified;INX;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;;;;;;;;;;;;;;;;;;;;;;;
OECD members;OED;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;20.28;19.86;20.93;20.53;20.42;20.93;22.44;23.31;24.91;26.23;27.42;23.76;25.90;27.95;27.83;28.24;28.48;27.34;26.71;27.88;28.67;28.00;25.87;28.16
Other small states;OSS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;59.85;63.18;67.17;65.13;62.78;60.84;61.14;62.13;62.60;62.23;65.09;57.38;63.72;71.75;74.21;72.82;69.39;62.45;57.32;59.97;61.63;59.98;56.81;66.25
Pacific island small states;PSS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;44.98;45.17;44.96;41.05;43.89;44.41;41.62;41.63;38.69;38.79;44.05;38.54;43.17;47.17;48.91;46.99;44.58;41.06;40.50;40.18;41.88;41.69;25.58;22.62
Post-demographic dividend;PST;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.06;20.57;21.77;21.25;21.15;21.64;23.25;24.27;25.96;27.36;28.71;24.72;27.27;29.54;29.49;30.01;30.13;28.66;27.83;29.05;29.74;28.84;26.41;28.76
Pre-demographic dividend;PRE;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;27.72;32.73;38.14;32.25;30.54;29.81;28.33;30.23;33.51;31.03;35.20;27.79;31.38;35.00;34.29;27.26;25.87;18.89;16.89;20.05;24.62;22.98;17.76;22.46
Small states;SST;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;55.41;58.03;61.19;58.49;56.86;56.27;57.20;58.13;58.61;58.75;61.57;54.68;60.56;68.71;70.86;69.73;66.60;59.14;54.99;57.69;59.87;58.22;54.07;63.12
South Asia;SAS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;12.63;12.73;13.71;13.53;14.71;15.30;17.47;19.06;20.46;20.10;22.47;19.47;21.24;23.15;22.91;23.62;21.53;18.61;17.54;17.19;18.06;17.33;16.77;19.04
South Asia (IDA & IBRD);TSA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;12.63;12.73;13.71;13.53;14.71;15.30;17.47;19.06;20.46;20.10;22.47;19.47;21.24;23.15;22.91;23.62;21.53;18.61;17.54;17.19;18.06;17.33;16.77;19.04
Sub-Saharan Africa;SSF;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;24.97;25.47;29.37;28.45;28.18;27.28;26.23;27.64;30.69;29.86;33.20;26.40;29.53;32.46;31.56;26.50;25.56;20.43;19.51;21.27;23.92;22.80;19.19;23.13
Sub-Saharan Africa (excluding high income);SSA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;24.98;25.48;29.30;28.36;28.10;27.20;26.17;27.58;30.63;29.80;33.15;26.34;29.49;32.42;31.52;26.45;25.51;20.37;19.44;21.20;23.85;22.72;19.15;23.09
Sub-Saharan Africa (IDA & IBRD countries);TSS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;24.97;25.47;29.37;28.45;28.18;27.28;26.23;27.64;30.69;29.86;33.20;26.40;29.53;32.46;31.56;26.50;25.56;20.43;19.51;21.27;23.92;22.80;19.19;23.13
Upper middle income;UMC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.25;23.66;25.83;25.21;27.30;29.19;31.28;31.93;32.82;31.96;31.62;26.06;27.30;27.45;27.11;26.09;25.46;24.16;22.87;23.21;24.02;23.30;22.41;24.72
World;WLD;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.94;21.94;23.58;22.99;23.25;24.00;25.87;27.17;28.90;29.81;31.01;26.38;28.75;30.57;30.36;30.29;29.97;28.30;27.31;28.28;29.17;28.29;26.38;28.88
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
